date,walcl_musd,wtregen_musd,rrp_musd,ecb_assets_musd,boj_assets_musd,pboc_assets_musd,reserves_musd,repo_musd,discount_window_musd,fed_net_liq_musd,global_cb_musd
2018-01-01,4448680.00,190283.00,319595.00,5375713.04,4673916.05,5578156.82,2201425.00,23.00,108.00,3938802.00,20076465.91
2018-01-02,4448680.00,190283.00,136967.00,5375713.04,4673916.05,5578156.82,2201425.00,23.00,108.00,4121430.00,20076465.91
2018-01-03,4443718.00,211566.00,131622.00,5375713.04,4673916.05,5578156.82,2045930.00,23.00,38.00,4100530.00,20071503.91
2018-01-04,4443718.00,211566.00,76624.00,5375713.04,4673916.05,5578156.82,2045930.00,23.00,38.00,4155528.00,20071503.91
2018-01-05,4443718.00,211566.00,63804.00,5376618.60,4673916.05,5578156.82,2045930.00,23.00,38.00,4168348.00,20072409.48
2018-01-06,4443718.00,211566.00,63804.00,5376618.60,4673916.05,5578156.82,2045930.00,23.00,38.00,4168348.00,20072409.48
2018-01-07,4443718.00,211566.00,63804.00,5376618.60,4673916.05,5578156.82,2045930.00,23.00,38.00,4168348.00,20072409.48
2018-01-08,4443718.00,211566.00,63531.00,5376618.60,4673916.05,5578156.82,2045930.00,23.00,38.00,4168621.00,20072409.48
2018-01-09,4443718.00,211566.00,56468.00,5376618.60,4673916.05,5578156.82,2045930.00,23.00,38.00,4175684.00,20072409.48
2018-01-10,4446062.00,206215.00,57954.00,5376618.60,4673916.05,5578156.82,2232897.00,23.00,107.00,4181893.00,20074753.48
2018-01-11,4446062.00,206215.00,33597.00,5376618.60,4673916.05,5578156.82,2232897.00,23.00,107.00,4206250.00,20074753.48
2018-01-12,4446062.00,206215.00,21590.00,5425432.41,4673916.05,5578156.82,2232897.00,23.00,107.00,4218257.00,20123567.28
2018-01-13,4446062.00,206215.00,21590.00,5425432.41,4673916.05,5578156.82,2232897.00,23.00,107.00,4218257.00,20123567.28
2018-01-14,4446062.00,206215.00,21590.00,5425432.41,4673916.05,5578156.82,2232897.00,23.00,107.00,4218257.00,20123567.28
2018-01-15,4446062.00,206215.00,21590.00,5425432.41,4673916.05,5578156.82,2232897.00,23.00,107.00,4218257.00,20123567.28
2018-01-16,4446062.00,206215.00,22003.00,5425432.41,4673916.05,5578156.82,2232897.00,23.00,107.00,4217844.00,20123567.28
2018-01-17,4439145.00,227665.00,20548.00,5425432.41,4673916.05,5578156.82,2249899.00,23.00,96.00,4190932.00,20116650.28
2018-01-18,4439145.00,227665.00,22804.00,5425432.41,4673916.05,5578156.82,2249899.00,23.00,96.00,4188676.00,20116650.28
2018-01-19,4439145.00,227665.00,22196.00,5487522.87,4673916.05,5578156.82,2249899.00,23.00,96.00,4189284.00,20178740.74
2018-01-20,4439145.00,227665.00,22196.00,5487522.87,4673916.05,5578156.82,2249899.00,23.00,96.00,4189284.00,20178740.74
2018-01-21,4439145.00,227665.00,22196.00,5487522.87,4673916.05,5578156.82,2249899.00,23.00,96.00,4189284.00,20178740.74
2018-01-22,4439145.00,227665.00,28706.00,5487522.87,4673916.05,5578156.82,2249899.00,23.00,96.00,4182774.00,20178740.74
2018-01-23,4439145.00,227665.00,31791.00,5487522.87,4673916.05,5578156.82,2249899.00,23.00,96.00,4179689.00,20178740.74
2018-01-24,4441317.00,269118.00,36371.00,5487522.87,4673916.05,5578156.82,2210944.00,23.00,48.00,4135828.00,20180912.74
2018-01-25,4441317.00,269118.00,19891.00,5487522.87,4673916.05,5578156.82,2210944.00,23.00,48.00,4152308.00,20180912.74
2018-01-26,4441317.00,269118.00,21427.00,5581276.65,4673916.05,5578156.82,2210944.00,23.00,48.00,4150772.00,20274666.52
2018-01-27,4441317.00,269118.00,21427.00,5581276.65,4673916.05,5578156.82,2210944.00,23.00,48.00,4150772.00,20274666.52
2018-01-28,4441317.00,269118.00,21427.00,5581276.65,4673916.05,5578156.82,2210944.00,23.00,48.00,4150772.00,20274666.52
2018-01-29,4441317.00,269118.00,23980.00,5581276.65,4673916.05,5578156.82,2210944.00,23.00,48.00,4148219.00,20274666.52
2018-01-30,4441317.00,269118.00,31766.00,5581276.65,4673916.05,5578156.82,2210944.00,23.00,48.00,4140433.00,20274666.52
2018-01-31,4419225.00,270244.00,65797.00,5581276.65,4673916.05,5578156.82,2203630.00,23.00,46.00,4083184.00,20252574.52
2018-02-01,4419225.00,270244.00,31825.00,5581276.65,4869216.44,5578156.82,2203630.00,23.00,46.00,4117156.00,20447874.90
2018-02-02,4419225.00,270244.00,43931.00,5589686.53,4869216.44,5578156.82,2203630.00,23.00,46.00,4105050.00,20456284.79
2018-02-03,4419225.00,270244.00,43931.00,5589686.53,4869216.44,5578156.82,2203630.00,23.00,46.00,4105050.00,20456284.79
2018-02-04,4419225.00,270244.00,43931.00,5589686.53,4869216.44,5578156.82,2203630.00,23.00,46.00,4105050.00,20456284.79
2018-02-05,4419225.00,270244.00,59008.00,5589686.53,4869216.44,5578156.82,2203630.00,23.00,46.00,4089973.00,20456284.79
2018-02-06,4419225.00,270244.00,49214.00,5589686.53,4869216.44,5578156.82,2203630.00,23.00,46.00,4099767.00,20456284.79
2018-02-07,4420745.00,203936.00,48120.00,5589686.53,4869216.44,5578156.82,2244845.00,23.00,19.00,4168689.00,20457804.79
2018-02-08,4420745.00,203936.00,33272.00,5589686.53,4869216.44,5578156.82,2244845.00,23.00,19.00,4183537.00,20457804.79
2018-02-09,4420745.00,203936.00,36567.00,5493963.39,4869216.44,5578156.82,2244845.00,23.00,19.00,4180242.00,20362081.64
2018-02-10,4420745.00,203936.00,36567.00,5493963.39,4869216.44,5578156.82,2244845.00,23.00,19.00,4180242.00,20362081.64
2018-02-11,4420745.00,203936.00,36567.00,5493963.39,4869216.44,5578156.82,2244845.00,23.00,19.00,4180242.00,20362081.64
2018-02-12,4420745.00,203936.00,30631.00,5493963.39,4869216.44,5578156.82,2244845.00,23.00,19.00,4186178.00,20362081.64
2018-02-13,4420745.00,203936.00,43137.00,5493963.39,4869216.44,5578156.82,2244845.00,23.00,19.00,4173672.00,20362081.64
2018-02-14,4434863.00,197681.00,38518.00,5493963.39,4869216.44,5578156.82,2253929.00,23.00,2.00,4198664.00,20376199.64
2018-02-15,4434863.00,197681.00,29080.00,5493963.39,4869216.44,5578156.82,2253929.00,23.00,2.00,4208102.00,20376199.64
2018-02-16,4434863.00,197681.00,29615.00,5604848.52,4869216.44,5578156.82,2253929.00,23.00,2.00,4207567.00,20487084.78
2018-02-17,4434863.00,197681.00,29615.00,5604848.52,4869216.44,5578156.82,2253929.00,23.00,2.00,4207567.00,20487084.78
2018-02-18,4434863.00,197681.00,29615.00,5604848.52,4869216.44,5578156.82,2253929.00,23.00,2.00,4207567.00,20487084.78
2018-02-19,4434863.00,197681.00,29615.00,5604848.52,4869216.44,5578156.82,2253929.00,23.00,2.00,4207567.00,20487084.78
2018-02-20,4434863.00,197681.00,32495.00,5604848.52,4869216.44,5578156.82,2253929.00,23.00,2.00,4204687.00,20487084.78
2018-02-21,4411660.00,214677.00,45171.00,5604848.52,4869216.44,5578156.82,2223380.00,23.00,18.00,4151812.00,20463881.78
2018-02-22,4411660.00,214677.00,36320.00,5604848.52,4869216.44,5578156.82,2223380.00,23.00,18.00,4160663.00,20463881.78
2018-02-23,4411660.00,214677.00,15875.00,5548291.89,4869216.44,5578156.82,2223380.00,23.00,18.00,4181108.00,20407325.15
2018-02-24,4411660.00,214677.00,15875.00,5548291.89,4869216.44,5578156.82,2223380.00,23.00,18.00,4181108.00,20407325.15
2018-02-25,4411660.00,214677.00,15875.00,5548291.89,4869216.44,5578156.82,2223380.00,23.00,18.00,4181108.00,20407325.15
2018-02-26,4411660.00,214677.00,9360.00,5548291.89,4869216.44,5578156.82,2223380.00,23.00,18.00,4187623.00,20407325.15
2018-02-27,4411660.00,214677.00,19729.00,5548291.89,4869216.44,5578156.82,2223380.00,23.00,18.00,4177254.00,20407325.15
2018-02-28,4393401.00,202620.00,44510.00,5548291.89,4869216.44,5578156.82,2232947.00,23.00,13.00,4146271.00,20389066.15
2018-03-01,4393401.00,202620.00,14334.00,5548291.89,4941404.92,5578156.82,2232947.00,23.00,13.00,4176447.00,20461254.63
2018-03-02,4393401.00,202620.00,15642.00,5565139.90,4941404.92,5578156.82,2232947.00,23.00,13.00,4175139.00,20478102.64
2018-03-03,4393401.00,202620.00,15642.00,5565139.90,4941404.92,5578156.82,2232947.00,23.00,13.00,4175139.00,20478102.64
2018-03-04,4393401.00,202620.00,15642.00,5565139.90,4941404.92,5578156.82,2232947.00,23.00,13.00,4175139.00,20478102.64
2018-03-05,4393401.00,202620.00,15230.00,5565139.90,4941404.92,5578156.82,2232947.00,23.00,13.00,4175551.00,20478102.64
2018-03-06,4393401.00,202620.00,11205.00,5565139.90,4941404.92,5578156.82,2232947.00,23.00,13.00,4179576.00,20478102.64
2018-03-07,4396097.00,195071.00,14295.00,5565139.90,4941404.92,5578156.82,2252016.00,23.00,3.00,4186731.00,20480798.64
2018-03-08,4396097.00,195071.00,6963.00,5565139.90,4941404.92,5578156.82,2252016.00,23.00,3.00,4194063.00,20480798.64
2018-03-09,4396097.00,195071.00,3247.00,5583780.31,4941404.92,5578156.82,2252016.00,23.00,3.00,4197779.00,20499439.04
2018-03-10,4396097.00,195071.00,3247.00,5583780.31,4941404.92,5578156.82,2252016.00,23.00,3.00,4197779.00,20499439.04
2018-03-11,4396097.00,195071.00,3247.00,5583780.31,4941404.92,5578156.82,2252016.00,23.00,3.00,4197779.00,20499439.04
2018-03-12,4396097.00,195071.00,1770.00,5583780.31,4941404.92,5578156.82,2252016.00,23.00,3.00,4199256.00,20499439.04
2018-03-13,4396097.00,195071.00,2145.00,5583780.31,4941404.92,5578156.82,2252016.00,23.00,3.00,4198881.00,20499439.04
2018-03-14,4407258.00,249929.00,4970.00,5583780.31,4941404.92,5578156.82,2204829.00,23.00,4.00,4152359.00,20510600.04
2018-03-15,4407258.00,249929.00,3746.00,5583780.31,4941404.92,5578156.82,2204829.00,23.00,4.00,4153583.00,20510600.04
2018-03-16,4407258.00,249929.00,10280.00,5566084.38,4941404.92,5578156.82,2204829.00,23.00,4.00,4147049.00,20492904.11
2018-03-17,4407258.00,249929.00,10280.00,5566084.38,4941404.92,5578156.82,2204829.00,23.00,4.00,4147049.00,20492904.11
2018-03-18,4407258.00,249929.00,10280.00,5566084.38,4941404.92,5578156.82,2204829.00,23.00,4.00,4147049.00,20492904.11
2018-03-19,4407258.00,249929.00,7820.00,5566084.38,4941404.92,5578156.82,2204829.00,23.00,4.00,4149509.00,20492904.11
2018-03-20,4407258.00,249929.00,11950.00,5566084.38,4941404.92,5578156.82,2204829.00,23.00,4.00,4145379.00,20492904.11
2018-03-21,4401222.00,316454.00,20586.00,5566084.38,4941404.92,5578156.82,2123587.00,23.00,0.00,4064182.00,20486868.11
2018-03-22,4401222.00,316454.00,11592.00,5566084.38,4941404.92,5578156.82,2123587.00,23.00,0.00,4073176.00,20486868.11
2018-03-23,4401222.00,316454.00,10450.00,5610292.99,4941404.92,5578156.82,2123587.00,23.00,0.00,4074318.00,20531076.73
2018-03-24,4401222.00,316454.00,10450.00,5610292.99,4941404.92,5578156.82,2123587.00,23.00,0.00,4074318.00,20531076.73
2018-03-25,4401222.00,316454.00,10450.00,5610292.99,4941404.92,5578156.82,2123587.00,23.00,0.00,4074318.00,20531076.73
2018-03-26,4401222.00,316454.00,5921.00,5610292.99,4941404.92,5578156.82,2123587.00,23.00,0.00,4078847.00,20531076.73
2018-03-27,4401222.00,316454.00,9620.00,5610292.99,4941404.92,5578156.82,2123587.00,23.00,0.00,4075148.00,20531076.73
2018-03-28,4392198.00,318858.00,17898.00,5610292.99,4941404.92,5578156.82,2113321.00,23.00,2.00,4055442.00,20522052.73
2018-03-29,4392198.00,318858.00,17898.00,5610292.99,4941404.92,5578156.82,2113321.00,23.00,2.00,4055442.00,20522052.73
2018-03-30,4392198.00,318858.00,17898.00,5580441.33,4941404.92,5578156.82,2113321.00,23.00,2.00,4055442.00,20492201.07
2018-03-31,4392198.00,318858.00,17898.00,5580441.33,4941404.92,5578156.82,2113321.00,23.00,2.00,4055442.00,20492201.07
2018-04-01,4392198.00,318858.00,17898.00,5580441.33,5038145.01,5578156.82,2113321.00,23.00,2.00,4055442.00,20588941.16
2018-04-02,4392198.00,318858.00,3823.00,5580441.33,5038145.01,5578156.82,2113321.00,23.00,2.00,4069517.00,20588941.16
2018-04-03,4392198.00,318858.00,8695.00,5580441.33,5038145.01,5578156.82,2113321.00,23.00,2.00,4064645.00,20588941.16
2018-04-04,4386104.00,303916.00,4570.00,5580441.33,5038145.01,5578156.82,2094045.00,23.00,2.00,4077618.00,20582847.16
2018-04-05,4386104.00,303916.00,4645.00,5580441.33,5038145.01,5578156.82,2094045.00,23.00,2.00,4077543.00,20582847.16
2018-04-06,4386104.00,303916.00,4895.00,5561959.42,5038145.01,5578156.82,2094045.00,23.00,2.00,4077293.00,20564365.25
2018-04-07,4386104.00,303916.00,4895.00,5561959.42,5038145.01,5578156.82,2094045.00,23.00,2.00,4077293.00,20564365.25
2018-04-08,4386104.00,303916.00,4895.00,5561959.42,5038145.01,5578156.82,2094045.00,23.00,2.00,4077293.00,20564365.25
2018-04-09,4386104.00,303916.00,4070.00,5561959.42,5038145.01,5578156.82,2094045.00,23.00,2.00,4078118.00,20564365.25
2018-04-10,4386104.00,303916.00,3990.00,5561959.42,5038145.01,5578156.82,2094045.00,23.00,2.00,4078198.00,20564365.25
2018-04-11,4383684.00,294083.00,2361.00,5561959.42,5038145.01,5578156.82,2119965.00,23.00,0.00,4087240.00,20561945.25
2018-04-12,4383684.00,294083.00,4120.00,5561959.42,5038145.01,5578156.82,2119965.00,23.00,0.00,4085481.00,20561945.25
2018-04-13,4383684.00,294083.00,3471.00,5604234.13,5038145.01,5578156.82,2119965.00,23.00,0.00,4086130.00,20604219.95
2018-04-14,4383684.00,294083.00,3471.00,5604234.13,5038145.01,5578156.82,2119965.00,23.00,0.00,4086130.00,20604219.95
2018-04-15,4383684.00,294083.00,3471.00,5604234.13,5038145.01,5578156.82,2119965.00,23.00,0.00,4086130.00,20604219.95
2018-04-16,4383684.00,294083.00,3372.00,5604234.13,5038145.01,5578156.82,2119965.00,23.00,0.00,4086229.00,20604219.95
2018-04-17,4383684.00,294083.00,3971.00,5604234.13,5038145.01,5578156.82,2119965.00,23.00,0.00,4085630.00,20604219.95
2018-04-18,4385903.00,275246.00,14021.00,5604234.13,5038145.01,5578156.82,2141390.00,23.00,10.00,4096636.00,20606438.95
2018-04-19,4385903.00,275246.00,13920.00,5604234.13,5038145.01,5578156.82,2141390.00,23.00,10.00,4096737.00,20606438.95
2018-04-20,4385903.00,275246.00,12020.00,5580907.64,5038145.01,5578156.82,2141390.00,23.00,10.00,4098637.00,20583112.47
2018-04-21,4385903.00,275246.00,12020.00,5580907.64,5038145.01,5578156.82,2141390.00,23.00,10.00,4098637.00,20583112.47
2018-04-22,4385903.00,275246.00,12020.00,5580907.64,5038145.01,5578156.82,2141390.00,23.00,10.00,4098637.00,20583112.47
2018-04-23,4385903.00,275246.00,10821.00,5580907.64,5038145.01,5578156.82,2141390.00,23.00,10.00,4099836.00,20583112.47
2018-04-24,4385903.00,275246.00,9532.00,5580907.64,5038145.01,5578156.82,2141390.00,23.00,10.00,4101125.00,20583112.47
2018-04-25,4372886.00,359599.00,3570.00,5580907.64,5038145.01,5578156.82,2052590.00,23.00,34.00,4009717.00,20570095.47
2018-04-26,4372886.00,359599.00,3795.00,5580907.64,5038145.01,5578156.82,2052590.00,23.00,34.00,4009492.00,20570095.47
2018-04-27,4372886.00,359599.00,2920.00,5514399.72,5038145.01,5578156.82,2052590.00,23.00,34.00,4010367.00,20503587.54
2018-04-28,4372886.00,359599.00,2920.00,5514399.72,5038145.01,5578156.82,2052590.00,23.00,34.00,4010367.00,20503587.54
2018-04-29,4372886.00,359599.00,2920.00,5514399.72,5038145.01,5578156.82,2052590.00,23.00,34.00,4010367.00,20503587.54
2018-04-30,4372886.00,359599.00,13830.00,5514399.72,5038145.01,5578156.82,2052590.00,23.00,34.00,3999457.00,20503587.54
2018-05-01,4372886.00,359599.00,3820.00,5514399.72,4930290.82,5578156.82,2052590.00,23.00,34.00,4009467.00,20395733.35
2018-05-02,4356129.00,399984.00,6520.00,5514399.72,4930290.82,5578156.82,1994584.00,23.00,160.00,3949625.00,20378976.35
2018-05-03,4356129.00,399984.00,5775.00,5514399.72,4930290.82,5578156.82,1994584.00,23.00,160.00,3950370.00,20378976.35
2018-05-04,4356129.00,399984.00,5415.00,5438492.95,4930290.82,5578156.82,1994584.00,23.00,160.00,3950730.00,20303069.59
2018-05-05,4356129.00,399984.00,5415.00,5438492.95,4930290.82,5578156.82,1994584.00,23.00,160.00,3950730.00,20303069.59
2018-05-06,4356129.00,399984.00,5415.00,5438492.95,4930290.82,5578156.82,1994584.00,23.00,160.00,3950730.00,20303069.59
2018-05-07,4356129.00,399984.00,3220.00,5438492.95,4930290.82,5578156.82,1994584.00,23.00,160.00,3952925.00,20303069.59
2018-05-08,4356129.00,399984.00,3921.00,5438492.95,4930290.82,5578156.82,1994584.00,23.00,160.00,3952224.00,20303069.59
2018-05-09,4358207.00,353741.00,2720.00,5438492.95,4930290.82,5578156.82,2025750.00,23.00,0.00,4001746.00,20305147.59
2018-05-10,4358207.00,353741.00,4645.00,5438492.95,4930290.82,5578156.82,2025750.00,23.00,0.00,3999821.00,20305147.59
2018-05-11,4358207.00,353741.00,3222.00,5452119.10,4930290.82,5578156.82,2025750.00,23.00,0.00,4001244.00,20318773.74
2018-05-12,4358207.00,353741.00,3222.00,5452119.10,4930290.82,5578156.82,2025750.00,23.00,0.00,4001244.00,20318773.74
2018-05-13,4358207.00,353741.00,3222.00,5452119.10,4930290.82,5578156.82,2025750.00,23.00,0.00,4001244.00,20318773.74
2018-05-14,4358207.00,353741.00,3859.00,5452119.10,4930290.82,5578156.82,2025750.00,23.00,0.00,4000607.00,20318773.74
2018-05-15,4358207.00,353741.00,2095.00,5452119.10,4930290.82,5578156.82,2025750.00,23.00,0.00,4002371.00,20318773.74
2018-05-16,4337609.00,337258.00,2545.00,5452119.10,4930290.82,5578156.82,2036270.00,23.00,9.00,3997806.00,20298175.74
2018-05-17,4337609.00,337258.00,1896.00,5452119.10,4930290.82,5578156.82,2036270.00,23.00,9.00,3998455.00,20298175.74
2018-05-18,4337609.00,337258.00,9120.00,5371256.92,4930290.82,5578156.82,2036270.00,23.00,9.00,3991231.00,20217313.56
2018-05-19,4337609.00,337258.00,9120.00,5371256.92,4930290.82,5578156.82,2036270.00,23.00,9.00,3991231.00,20217313.56
2018-05-20,4337609.00,337258.00,9120.00,5371256.92,4930290.82,5578156.82,2036270.00,23.00,9.00,3991231.00,20217313.56
2018-05-21,4337609.00,337258.00,5404.00,5371256.92,4930290.82,5578156.82,2036270.00,23.00,9.00,3994947.00,20217313.56
2018-05-22,4337609.00,337258.00,3951.00,5371256.92,4930290.82,5578156.82,2036270.00,23.00,9.00,3996400.00,20217313.56
2018-05-23,4337301.00,326445.00,2929.00,5371256.92,4930290.82,5578156.82,2021946.00,23.00,28.00,4007927.00,20217005.56
2018-05-24,4337301.00,326445.00,6620.00,5371256.92,4930290.82,5578156.82,2021946.00,23.00,28.00,4004236.00,20217005.56
2018-05-25,4337301.00,326445.00,20.00,5322788.66,4930290.82,5578156.82,2021946.00,23.00,28.00,4010836.00,20168537.30
2018-05-26,4337301.00,326445.00,20.00,5322788.66,4930290.82,5578156.82,2021946.00,23.00,28.00,4010836.00,20168537.30
2018-05-27,4337301.00,326445.00,20.00,5322788.66,4930290.82,5578156.82,2021946.00,23.00,28.00,4010836.00,20168537.30
2018-05-28,4337301.00,326445.00,20.00,5322788.66,4930290.82,5578156.82,2021946.00,23.00,28.00,4010836.00,20168537.30
2018-05-29,4337301.00,326445.00,880.00,5322788.66,4930290.82,5578156.82,2021946.00,23.00,28.00,4009976.00,20168537.30
2018-05-30,4327519.00,325351.00,3920.00,5322788.66,4930290.82,5578156.82,2019681.00,23.00,38.00,3998248.00,20158755.30
2018-05-31,4327519.00,325351.00,21475.00,5322788.66,4930290.82,5578156.82,2019681.00,23.00,38.00,3980693.00,20158755.30
2018-06-01,4327519.00,325351.00,12546.00,5334668.22,4904710.93,5578156.82,2019681.00,23.00,38.00,3989622.00,20145054.97
2018-06-02,4327519.00,325351.00,12546.00,5334668.22,4904710.93,5578156.82,2019681.00,23.00,38.00,3989622.00,20145054.97
2018-06-03,4327519.00,325351.00,12546.00,5334668.22,4904710.93,5578156.82,2019681.00,23.00,38.00,3989622.00,20145054.97
2018-06-04,4327519.00,325351.00,11166.00,5334668.22,4904710.93,5578156.82,2019681.00,23.00,38.00,3991002.00,20145054.97
2018-06-05,4327519.00,325351.00,6635.00,5334668.22,4904710.93,5578156.82,2019681.00,23.00,38.00,3995533.00,20145054.97
2018-06-06,4319191.00,294069.00,16772.00,5334668.22,4904710.93,5578156.82,2029579.00,23.00,16.00,4008350.00,20136726.97
2018-06-07,4319191.00,294069.00,5771.00,5334668.22,4904710.93,5578156.82,2029579.00,23.00,16.00,4019351.00,20136726.97
2018-06-08,4319191.00,294069.00,2771.00,5388754.04,4904710.93,5578156.82,2029579.00,23.00,16.00,4022351.00,20190812.79
2018-06-09,4319191.00,294069.00,2771.00,5388754.04,4904710.93,5578156.82,2029579.00,23.00,16.00,4022351.00,20190812.79
2018-06-10,4319191.00,294069.00,2771.00,5388754.04,4904710.93,5578156.82,2029579.00,23.00,16.00,4022351.00,20190812.79
2018-06-11,4319191.00,294069.00,4836.00,5388754.04,4904710.93,5578156.82,2029579.00,23.00,16.00,4020286.00,20190812.79
2018-06-12,4319191.00,294069.00,1308.00,5388754.04,4904710.93,5578156.82,2029579.00,23.00,16.00,4023814.00,20190812.79
2018-06-13,4324906.00,281188.00,3025.00,5388754.04,4904710.93,5578156.82,2057269.00,23.00,54.00,4040693.00,20196527.79
2018-06-14,4324906.00,281188.00,2935.00,5388754.04,4904710.93,5578156.82,2057269.00,23.00,54.00,4040783.00,20196527.79
2018-06-15,4324906.00,281188.00,270.00,5318344.94,4904710.93,5578156.82,2057269.00,23.00,54.00,4043448.00,20126118.70
2018-06-16,4324906.00,281188.00,270.00,5318344.94,4904710.93,5578156.82,2057269.00,23.00,54.00,4043448.00,20126118.70
2018-06-17,4324906.00,281188.00,270.00,5318344.94,4904710.93,5578156.82,2057269.00,23.00,54.00,4043448.00,20126118.70
2018-06-18,4324906.00,281188.00,370.00,5318344.94,4904710.93,5578156.82,2057269.00,23.00,54.00,4043348.00,20126118.70
2018-06-19,4324906.00,281188.00,195.00,5318344.94,4904710.93,5578156.82,2057269.00,23.00,54.00,4043523.00,20126118.70
2018-06-20,4315896.00,352777.00,320.00,5318344.94,4904710.93,5578156.82,1971983.00,23.00,21.00,3962799.00,20117108.70
2018-06-21,4315896.00,352777.00,1370.00,5318344.94,4904710.93,5578156.82,1971983.00,23.00,21.00,3961749.00,20117108.70
2018-06-22,4315896.00,352777.00,1430.00,5333019.07,4904710.93,5578156.82,1971983.00,23.00,21.00,3961689.00,20131782.82
2018-06-23,4315896.00,352777.00,1430.00,5333019.07,4904710.93,5578156.82,1971983.00,23.00,21.00,3961689.00,20131782.82
2018-06-24,4315896.00,352777.00,1430.00,5333019.07,4904710.93,5578156.82,1971983.00,23.00,21.00,3961689.00,20131782.82
2018-06-25,4315896.00,352777.00,12730.00,5333019.07,4904710.93,5578156.82,1971983.00,23.00,21.00,3950389.00,20131782.82
2018-06-26,4315896.00,352777.00,10385.00,5333019.07,4904710.93,5578156.82,1971983.00,23.00,21.00,3952734.00,20131782.82
2018-06-27,4305491.00,373940.00,20680.00,5333019.07,4904710.93,5578156.82,1940847.00,23.00,7.00,3910871.00,20121377.82
2018-06-28,4305491.00,373940.00,20419.00,5333019.07,4904710.93,5578156.82,1940847.00,23.00,7.00,3911132.00,20121377.82
2018-06-29,4305491.00,373940.00,96970.00,5362683.27,4904710.93,5578156.82,1940847.00,23.00,7.00,3834581.00,20151042.02
2018-06-30,4305491.00,373940.00,96970.00,5362683.27,4904710.93,5578156.82,1940847.00,23.00,7.00,3834581.00,20151042.02
2018-07-01,4305491.00,373940.00,96970.00,5362683.27,4934611.15,5578156.82,1940847.00,23.00,7.00,3834581.00,20180942.23
2018-07-02,4305491.00,373940.00,32139.00,5362683.27,4934611.15,5578156.82,1940847.00,23.00,7.00,3899412.00,20180942.23
2018-07-03,4305491.00,373940.00,4852.00,5362683.27,4934611.15,5578156.82,1940847.00,23.00,7.00,3926699.00,20180942.23
2018-07-04,4289764.00,336026.00,4852.00,5362683.27,4934611.15,5578156.82,1917987.00,23.00,5.00,3948886.00,20165215.23
2018-07-05,4289764.00,336026.00,8205.00,5362683.27,4934611.15,5578156.82,1917987.00,23.00,5.00,3945533.00,20165215.23
2018-07-06,4289764.00,336026.00,4195.00,5389191.64,4934611.15,5578156.82,1917987.00,23.00,5.00,3949543.00,20191723.61
2018-07-07,4289764.00,336026.00,4195.00,5389191.64,4934611.15,5578156.82,1917987.00,23.00,5.00,3949543.00,20191723.61
2018-07-08,4289764.00,336026.00,4195.00,5389191.64,4934611.15,5578156.82,1917987.00,23.00,5.00,3949543.00,20191723.61
2018-07-09,4289764.00,336026.00,3596.00,5389191.64,4934611.15,5578156.82,1917987.00,23.00,5.00,3950142.00,20191723.61
2018-07-10,4289764.00,336026.00,1955.00,5389191.64,4934611.15,5578156.82,1917987.00,23.00,5.00,3951783.00,20191723.61
2018-07-11,4291201.00,326476.00,1230.00,5389191.64,4934611.15,5578156.82,1958085.00,23.00,6.00,3963495.00,20193160.61
2018-07-12,4291201.00,326476.00,2455.00,5389191.64,4934611.15,5578156.82,1958085.00,23.00,6.00,3962270.00,20193160.61
2018-07-13,4291201.00,326476.00,871.00,5366653.16,4934611.15,5578156.82,1958085.00,23.00,6.00,3963854.00,20170622.13
2018-07-14,4291201.00,326476.00,871.00,5366653.16,4934611.15,5578156.82,1958085.00,23.00,6.00,3963854.00,20170622.13
2018-07-15,4291201.00,326476.00,871.00,5366653.16,4934611.15,5578156.82,1958085.00,23.00,6.00,3963854.00,20170622.13
2018-07-16,4291201.00,326476.00,870.00,5366653.16,4934611.15,5578156.82,1958085.00,23.00,6.00,3963855.00,20170622.13
2018-07-17,4291201.00,326476.00,1220.00,5366653.16,4934611.15,5578156.82,1958085.00,23.00,6.00,3963505.00,20170622.13
2018-07-18,4291615.00,324457.00,6021.00,5366653.16,4934611.15,5578156.82,1967119.00,23.00,13.00,3961137.00,20171036.13
2018-07-19,4291615.00,324457.00,3620.00,5366653.16,4934611.15,5578156.82,1967119.00,23.00,13.00,3963538.00,20171036.13
2018-07-20,4291615.00,324457.00,1170.00,5391538.68,4934611.15,5578156.82,1967119.00,23.00,13.00,3965988.00,20195921.65
2018-07-21,4291615.00,324457.00,1170.00,5391538.68,4934611.15,5578156.82,1967119.00,23.00,13.00,3965988.00,20195921.65
2018-07-22,4291615.00,324457.00,1170.00,5391538.68,4934611.15,5578156.82,1967119.00,23.00,13.00,3965988.00,20195921.65
2018-07-23,4291615.00,324457.00,2270.00,5391538.68,4934611.15,5578156.82,1967119.00,23.00,13.00,3964888.00,20195921.65
2018-07-24,4291615.00,324457.00,4895.00,5391538.68,4934611.15,5578156.82,1967119.00,23.00,13.00,3962263.00,20195921.65
2018-07-25,4277681.00,348886.00,720.00,5391538.68,4934611.15,5578156.82,1947119.00,23.00,2.00,3928075.00,20181987.65
2018-07-26,4277681.00,348886.00,1571.00,5391538.68,4934611.15,5578156.82,1947119.00,23.00,2.00,3927224.00,20181987.65
